@RELATION "new relation"

@ATTRIBUTE beatInMeasure REAL
@ATTRIBUTE metricStrength {3, 2, 1, 0}
@ATTRIBUTE numberOfNotes INTEGER
@ATTRIBUTE duration REAL
@ATTRIBUTE locationInPiece REAL
@ATTRIBUTE pitchX2 REAL
@ATTRIBUTE pitchX1 REAL
@ATTRIBUTE pitchX0 REAL
@ATTRIBUTE pitchContourX2 REAL
@ATTRIBUTE pitchContourX1 REAL
@ATTRIBUTE pitchContourX0 REAL
@ATTRIBUTE rhythmDrops {TRUE, FALSE}
@ATTRIBUTE rhythmRises {TRUE, FALSE}
@ATTRIBUTE rhythmContourX2 REAL
@ATTRIBUTE rhythmContourX1 REAL
@ATTRIBUTE rhythmContourX0 REAL
@ATTRIBUTE locationStrongestNote REAL
@ATTRIBUTE pieceKey INTEGER
@ATTRIBUTE pieceMode {Major, Minor}
@ATTRIBUTE probChord_I REAL
@ATTRIBUTE probChord_II REAL
@ATTRIBUTE probChord_III REAL
@ATTRIBUTE probChord_IV REAL
@ATTRIBUTE probChord_V REAL
@ATTRIBUTE probChord_VI REAL
@ATTRIBUTE probChord_VII REAL
@ATTRIBUTE initalChord {0, 1, 2, 3, 4, 5, 6}
@ATTRIBUTE finalChord {0, 1, 2, 3, 4, 5, 6}
@ATTRIBUTE hasDissonance {TRUE, FALSE}
@ATTRIBUTE dissonanceLocation REAL
@ATTRIBUTE isSoloPiece {TRUE, FALSE}
@ATTRIBUTE pieceId INTEGER
@ATTRIBUTE motifId INTEGER
@ATTRIBUTE dynamicsX2 REAL
@ATTRIBUTE dynamicsX1 REAL
@ATTRIBUTE dynamicsX0 REAL

@DATA
1.0,2,4,2.0833359,0.3837471783295711,6.750000000000002,-10.65,3.9500000000000006,6.749999999999997,-5.249999999999999,-1.2499999999999987,TRUE,TRUE,2.4375057220458953,-5.662503433227535,3.65416679382324,0.0,5,Minor,0.1875,0.125,0.1875,0.125,0.1875,0.1875,0.125,1,4,TRUE,0.0,FALSE,2282,10,-18.039322470840787,8.128881881199089,-33.05143529745577
3.0833358764648438,0,7,9.416664,0.3931527579072905,-16.285714285714278,16.71428571428572,1.5238095238095197,5.99999999999999,-10.71428571428571,3.9047619047619033,TRUE,TRUE,98.56868198939719,-120.05914726214743,31.884621619823445,0.83098584,5,Minor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,TRUE,0.0,FALSE,2282,11,-18.17455999715361,27.574832314422373,-39.60467918129411
0.5,2,38,27.0,0.435665914221219,34.6282051282051,-34.692982456140335,15.542510121457498,2.4966261808367007,-1.9905533063427752,0.23076923076923073,TRUE,TRUE,5.632121156546682,-3.6923197333131528,1.3528773854769431,0.14893617,5,Minor,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.0,0.0,0,2,TRUE,0.10810810810810811,FALSE,2282,12,23.85488589205075,-35.467417168997144,-21.57974814671806
3.5,0,7,9.0,0.5575620767494357,-3.428571428571441,1.7142857142857295,2.666666666666664,-10.71428571428571,10.500000000000002,-2.0952380952380967,TRUE,TRUE,-1.4795919081994444,4.280612286712443,0.009637188343774295,0.09090909,5,Minor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,FALSE,0,FALSE,2282,13,20.964283417849316,-19.339227531337215,-27.02096618654526
0.5,2,12,12.0,0.5981941309255079,-9.670329670329684,6.439560439560456,2.983516483516481,1.208791208791203,-2.978021978021974,0.9010989010989015,TRUE,TRUE,18.520408173879773,-13.080847737021191,2.014913661262174,0.6363636,5,Minor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,FALSE,0,FALSE,2282,14,27.802953626866245,-40.15174487757353,-20.135774828937606
0.5,2,15,12.0,0.6523702031602708,-19.701357466063335,9.401357466063349,8.767647058823526,3.2941176470588207,-5.494117647058823,1.0764705882352943,TRUE,TRUE,2.6421568698641646,-0.9107466119733432,0.8038838624515952,0.4117647,5,Minor,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,1,0,TRUE,0.6428571428571428,FALSE,2282,15,-30.659572454202337,17.462556860895262,-27.54429257430236
0.5,2,6,6.0,0.7065462753950339,-1.7857142857142942,-1.6428571428571357,3.1428571428571423,20.53571428571425,-26.964285714285683,6.785714285714283,TRUE,TRUE,11.479591850989628,-6.58163267187774,0.9387755154498985,0.0,5,Minor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,FALSE,0,FALSE,2282,16,-18.667493399504103,24.14996423775791,-38.68427531339887
2.5,0,37,21.75,0.7336343115124153,34.84807653228708,-35.41991152517472,15.743407374986326,0.47607584449689166,-0.41633189001609533,0.04726994200678325,TRUE,TRUE,5.109655638319353,-3.4687289977803077,1.3446844772787612,0.08571429,5,Minor,0.05405405405405406,0.0,0.02702702702702703,0.05405405405405406,0.0,0.05405405405405406,0.05405405405405406,3,0,TRUE,0.2222222222222222,FALSE,2282,17,-3.094833013396989,-10.527787392020388,-23.560725827246884
0.25,2,7,6.0,0.8318284424379232,5.571428571428557,-10.49999999999999,5.809523809523809,6.728300206710263e-15,2.142857142857137,-2.0714285714285703,TRUE,TRUE,31.197478992066234,-20.41386554682896,2.1638655463854577,0.0,5,Minor,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,1,3,TRUE,0.8333333333333333,FALSE,2282,18,22.234676656927743,-24.460391782803057,-25.913410623984003
2.25,0,33,13.75,0.8589164785553047,-26.714113211266902,41.83710786367331,0.03437738731856153,-0.38325242120308856,0.6720224746790243,0.2482811306340711,TRUE,TRUE,3.745507291082517,-2.7607540349069097,1.3318240144770273,0.1590909,5,Minor,0.09090909090909091,0.09090909090909091,0.06060606060606061,0.09090909090909091,0.06060606060606061,0.09090909090909091,0.09090909090909091,2,1,TRUE,0.15625,FALSE,2282,19,7.81647418417076,-1.8234696192853095,-28.907502835661887
0.0,3,14,17.5,0.9209932279909706,17.41071428571429,-22.06785714285714,10.79285714285714,-3.2500000000000013,5.592857142857142,-2.2428571428571424,TRUE,TRUE,14.758775260701535,-8.060910904849798,1.3290800892313293,0.0,5,Minor,0.07142857142857142,0.0,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0,0,TRUE,0.3076923076923077,FALSE,2282,20,-117.74396772321418,116.00369024343034,-58.43114043356903
0.0000,3,7,1.8750,0.0000,1.2857,-11.3571,9.9286,4.7143,-5.3571,-0.4524,FALSE,TRUE,-0.0000,0.3810,0.6825,0.0000,1,Minor,0.2857,0.4286,0.4286,0.2857,0.4286,0.2857,0.4286,0,1,FALSE,0.0000,FALSE,2241,0,17.9749,-21.3123,-31.5525
1.8750,2,4,1.2500,0.0212,-6.7500,4.6500,3.0500,-15.7500,11.8500,-0.5500,TRUE,TRUE,-16.3125,19.0875,-0.5125,0.0000,1,Minor,0.5000,0.0000,0.2500,0.2500,0.0000,0.5000,0.5000,0,1,TRUE,1.0000,FALSE,2241,1,1.3481,-6.0695,-35.1588
3.1250,0,9,1.5000,0.0354,12.2597,0.9403,1.1879,0.8312,4.7688,-1.3455,TRUE,TRUE,16.1801,-11.0868,1.6685,1.0000,1,Minor,0.3333,0.2222,0.2222,0.2222,0.2222,0.2222,0.2222,0,0,TRUE,0.0000,FALSE,2241,2,-17.9765,31.0542,-44.1531
0.6250,2,4,0.3750,0.0524,9.0000,-11.4000,4.2000,4.5000,0.9000,-3.7000,TRUE,TRUE,-4.2750,5.3850,-0.0050,0.0000,1,Minor,0.5000,0.2500,0.5000,0.2500,0.2500,0.2500,0.2500,0,1,FALSE,0.0000,FALSE,2241,3,-4.9962,5.4441,-31.2959
1.0000,2,11,0.3438,0.0567,-2.3310,2.3310,0.5594,-1.1655,0.2564,0.2797,FALSE,TRUE,-1.3112,1.6521,0.5647,0.0000,1,Minor,0.0909,0.0909,0.0909,0.0909,0.0909,0.0000,0.0909,1,1,FALSE,0.0000,FALSE,2241,4,-0.4562,-0.3984,-32.7463
1.3438,2,3,0.1562,0.0606,12.0000,-14.0000,4.0000,24.0000,-24.0000,2.0000,TRUE,FALSE,-4.0000,4.0000,1.0000,0.0000,1,Minor,0.6667,0.3333,0.6667,0.3333,0.3333,0.3333,0.3333,0,1,FALSE,0.0000,FALSE,2241,5,-3.6311,3.1052,-33.5932
1.5000,2,3,1.1250,0.0623,30.0000,-25.0000,5.0000,44.0000,-36.0000,2.0000,TRUE,FALSE,9.0000,-10.5000,4.0000,0.0000,1,Minor,0.3333,0.3333,0.3333,0.0000,0.6667,0.0000,0.3333,0,0,FALSE,0.0000,FALSE,2241,6,-23.9400,27.3377,-36.2246
2.6250,0,22,5.0000,0.0751,-28.7609,31.1798,-0.0474,-13.9135,14.7317,-3.0267,TRUE,TRUE,7.0865,-5.5414,1.9902,0.3143,1,Minor,0.1364,0.1364,0.0909,0.1364,0.0909,0.1364,0.0909,0,0,TRUE,0.6190,FALSE,2241,7,-38.8696,49.1303,-45.2980
3.6250,0,10,0.8750,0.1317,13.5000,-10.8273,3.5636,18.4091,-16.1727,2.5091,TRUE,TRUE,27.2864,-19.2809,2.4164,1.0000,1,Minor,0.2000,0.1000,0.2000,0.2000,0.1000,0.1000,0.1000,0,0,FALSE,0.0000,FALSE,2241,8,3.9162,-0.6586,-34.7774
0.5000,2,16,0.5000,0.1416,-0.0000,0.1765,0.4118,-0.0000,0.3529,-0.1765,FALSE,TRUE,-1.2925,1.6027,0.5852,0.0000,1,Minor,0.0417,0.0000,0.0208,0.0208,0.0208,0.0208,0.0000,0,0,TRUE,0.0000,FALSE,2241,9,3.3203,0.2887,-33.1165
1.0000,2,9,3.2500,0.1473,-13.3680,9.5013,5.8727,-18.3550,16.6216,-2.9212,TRUE,TRUE,27.8442,-35.7108,10.6606,1.0000,1,Minor,0.2222,0.1111,0.1111,0.1111,0.3333,0.2222,0.1111,1,1,TRUE,0.5000,FALSE,2241,10,-5.8969,5.7264,-30.4456
0.2500,2,3,0.2500,0.1841,-2.0000,-1.0000,3.0000,26.0000,-41.0000,13.0000,FALSE,TRUE,1.0000,-0.5000,0.5000,0.0000,1,Minor,0.2222,0.1111,0.1111,0.1111,0.1111,0.2222,0.1111,0,0,FALSE,0.0000,FALSE,2241,11,3.6841,-5.4461,-29.9026
0.5000,2,13,0.5000,0.1870,-3.5964,3.2008,1.4945,-5.6104,5.2148,-0.8901,TRUE,TRUE,3.9560,-2.5714,1.1044,0.0000,1,Minor,0.0769,0.0000,0.0769,0.0769,0.0769,0.0769,0.0769,2,0,TRUE,1.0000,FALSE,2241,12,1.3005,-1.7100,-32.2400
1.0000,2,12,4.3750,0.1926,-7.3132,10.3901,4.6868,6.1346,-3.9423,0.2500,TRUE,TRUE,8.7788,-8.9519,2.8750,0.8571,1,Minor,0.2500,0.1667,0.2500,0.1667,0.2500,0.2500,0.1667,2,1,TRUE,0.9091,FALSE,2241,13,10.1244,-12.9378,-30.1469
1.3750,2,20,6.1875,0.2422,23.9968,-24.6110,17.1461,-4.5855,6.4855,-1.9240,TRUE,TRUE,9.8223,-6.3633,1.5176,0.4667,1,Minor,0.1000,0.0500,0.1000,0.0500,0.1500,0.0500,0.1000,1,0,TRUE,0.1579,FALSE,2241,14,1.4518,-3.3172,-33.9628
3.5625,0,16,2.6250,0.3123,15.2836,-28.6954,18.4583,21.5861,-20.4832,2.6814,TRUE,TRUE,-6.0607,6.7905,0.2149,0.1795,1,Minor,0.1875,0.0625,0.1875,0.0625,0.1875,0.1250,0.1250,2,4,TRUE,0.2667,FALSE,2241,15,24.7664,-22.4317,-29.7751
2.1875,0,8,0.8125,0.3421,-2.0417,8.2917,0.4583,-15.1667,15.5000,-2.0833,TRUE,TRUE,-1.2153,0.9792,0.9236,0.0000,1,Minor,0.2500,0.0000,0.2500,0.1250,0.2500,0.1250,0.2500,1,0,TRUE,0.0000,FALSE,2241,16,-8.6359,8.3571,-35.2965
3.0000,1,15,0.5000,0.3513,0.8869,-0.8869,0.6706,-2.5498,3.5998,-1.0529,TRUE,TRUE,0.7206,-0.1956,0.8824,0.0000,1,Minor,0.0667,0.0000,0.0667,0.0000,0.0667,0.0000,0.0000,0,0,TRUE,0.0714,FALSE,2241,17,-7.8721,7.5108,-36.7199
3.5000,0,3,1.6250,0.3569,-2.0000,3.0000,0.0000,-6.0000,7.0000,-1.0000,TRUE,FALSE,13.0000,-12.5000,4.0000,1.0000,1,Minor,0.3333,0.0000,0.3333,0.0000,0.3333,0.0000,0.0000,0,0,TRUE,0.0000,FALSE,2241,18,-37.2999,27.6409,-36.7113
1.1250,2,7,0.6250,0.3754,10.2857,-14.1429,4.9286,5.1429,-3.4286,-0.7143,FALSE,TRUE,-1.0476,1.6190,0.3704,0.0000,1,Minor,0.2857,0.2857,0.2857,0.1429,0.2857,0.1429,0.2857,0,0,FALSE,0.0000,FALSE,2241,19,-2.5262,6.3467,-41.8073
1.7500,2,11,1.2500,0.3824,13.0536,-8.6900,4.3217,1.9814,-0.7995,0.1608,TRUE,TRUE,0.5245,1.4603,0.6620,0.0000,1,Minor,0.2727,0.1818,0.1818,0.2727,0.0909,0.2727,0.1818,0,1,FALSE,0.0000,FALSE,2241,20,1.4546,4.4884,-35.5039
3.0000,1,9,1.6250,0.3966,15.9307,-19.9307,8.5455,-3.2554,2.0554,-0.4303,TRUE,TRUE,4.4084,-2.2659,0.9185,0.8972,1,Minor,0.2222,0.3333,0.2222,0.2222,0.2222,0.2222,0.2222,0,0,TRUE,0.0000,FALSE,2241,21,-18.5558,9.9653,-29.6687
0.6250,2,9,1.1250,0.4150,-35.4632,37.3299,0.0061,-11.6364,7.9030,0.1697,FALSE,TRUE,-1.4644,1.8672,0.5012,0.0000,1,Minor,0.3333,0.2222,0.3333,0.3333,0.2222,0.3333,0.2222,0,0,FALSE,0.0000,FALSE,2241,22,6.9768,-8.1880,-31.7050
1.7500,2,6,2.2500,0.4278,14.2857,-11.8571,2.8571,2.2321,1.9107,-1.6071,TRUE,TRUE,-7.8125,14.5982,-1.0179,0.0000,1,Minor,0.1667,0.1667,0.0000,0.1667,0.3333,0.1667,0.3333,1,0,TRUE,0.4000,FALSE,2241,23,-17.8050,16.9294,-34.5555
0.0000,3,10,2.3750,0.4533,-4.6023,7.0023,0.9182,-0.9205,-0.3341,0.7909,TRUE,TRUE,0.6300,0.1562,0.6984,0.0000,1,Minor,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0,2,TRUE,0.0000,FALSE,2241,24,4.4688,-4.2960,-31.4966
2.3750,0,6,0.6250,0.4802,0.0000,8.7143,0.1429,-11.6071,15.7500,-2.7857,FALSE,TRUE,-0.9375,1.0946,0.6264,0.0000,1,Minor,0.3333,0.3333,0.3333,0.5000,0.3333,0.5000,0.3333,2,0,FALSE,0.0000,FALSE,2241,25,-18.6255,23.9061,-38.0847
3.0000,1,6,1.5000,0.4873,44.1964,-44.6250,16.6071,34.3750,-22.2321,-1.3214,TRUE,FALSE,6.6964,-8.8393,3.4643,0.8000,1,Minor,0.3333,0.1667,0.3333,0.1667,0.1667,0.3333,0.0000,0,0,TRUE,0.0000,FALSE,2241,26,-21.4401,25.8111,-37.1221
0.5000,2,12,3.0000,0.5042,37.1703,-31.0934,18.5934,-19.3709,24.2555,-5.7940,TRUE,TRUE,5.5529,-4.6010,1.6779,0.0000,1,Minor,0.1667,0.1667,0.1667,0.2500,0.0000,0.2500,0.1667,0,1,TRUE,0.0909,FALSE,2241,27,-45.2821,48.0483,-40.0115
3.5000,0,8,0.2500,0.5382,-0.0000,0.3333,0.3333,0.0000,0.6667,-0.3333,FALSE,TRUE,-1.9141,2.4609,0.3359,0.0000,1,Minor,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0,1,FALSE,0.0000,FALSE,2241,28,-2.2055,9.6394,-39.2982
3.7500,0,3,1.2500,0.5411,-2.0000,3.0000,0.0000,-6.0000,7.0000,-1.0000,TRUE,FALSE,20.0000,-16.0000,4.0000,1.0000,1,Minor,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0,1,FALSE,0.0000,FALSE,2241,29,-29.6971,4.1890,-30.9082
1.0000,2,9,1.0000,0.5552,-7.7576,29.6242,-0.5091,-44.6061,52.6061,-10.0606,FALSE,TRUE,-1.9394,2.2061,0.4311,0.0000,1,Minor,0.2222,0.0000,0.2222,0.1111,0.2222,0.1111,0.1111,0,0,TRUE,0.0000,FALSE,2241,30,-14.1283,23.4077,-45.5422
2.0000,2,11,1.1146,0.5666,-12.2378,-1.8531,13.7552,5.4779,-7.5688,0.7762,TRUE,TRUE,8.7121,-10.3560,3.5909,0.0000,1,Minor,0.1818,0.1818,0.0909,0.2727,0.0909,0.1818,0.0909,3,0,TRUE,0.1000,FALSE,2241,31,8.2025,-14.3449,-29.9134
3.1146,0,5,0.8854,0.5792,5.7143,-9.3143,4.3143,27.4286,-33.0286,7.2286,TRUE,TRUE,11.5263,-10.1285,2.4384,0.0000,1,Minor,0.2000,0.4000,0.2000,0.4000,0.2000,0.2000,0.2000,1,1,TRUE,0.7500,FALSE,2241,32,-19.9224,15.8387,-39.1910
0.0000,3,3,0.5000,0.5892,0.0000,-4.0000,4.0000,4.0000,-6.0000,-0.0000,TRUE,TRUE,4.3333,-4.8333,1.5000,0.0000,1,Minor,0.3333,0.3333,0.3333,0.3333,0.0000,0.3333,0.3333,1,0,TRUE,1.0000,FALSE,2241,33,0.1448,9.9722,-50.5780
0.5000,2,6,0.7500,0.5949,2.2321,-10.2321,7.9643,2.6786,-2.5357,-1.2143,TRUE,FALSE,2.2321,-2.9464,1.8214,0.0000,1,Minor,0.3333,0.3333,0.3333,0.5000,0.3333,0.3333,0.3333,0,0,TRUE,1.0000,FALSE,2241,34,4.1591,-0.3344,-40.7422
1.2500,2,9,1.2500,0.6034,7.8961,9.7039,2.6848,1.8701,2.5299,0.0727,TRUE,TRUE,-0.7965,0.8632,0.9061,0.0000,1,Minor,0.2222,0.2222,0.2222,0.3333,0.2222,0.2222,0.2222,1,2,FALSE,0.0000,FALSE,2241,35,5.3411,-0.4938,-37.8353
2.5000,0,8,0.2500,0.6176,-0.0000,0.3333,0.3333,-10.2083,13.7917,-3.8750,FALSE,TRUE,-1.5313,1.9688,0.4688,0.0000,1,Minor,0.0000,0.1250,0.0000,0.1250,0.0000,0.0000,0.1250,0,1,TRUE,0.0000,FALSE,2241,36,-13.1709,14.3624,-37.4937
2.7500,0,10,2.3750,0.6204,9.5114,-0.6750,2.1909,-8.2841,11.0659,-2.1182,TRUE,TRUE,51.2898,-48.2261,9.7500,1.0000,1,Minor,0.2000,0.3000,0.2000,0.3000,0.3000,0.2000,0.3000,0,0,TRUE,0.0000,FALSE,2241,37,-18.1592,21.7871,-40.9467
1.1250,2,8,1.5000,0.6473,0.5833,-6.2500,5.9167,11.0833,-12.5833,2.0833,TRUE,TRUE,6.3519,-3.5000,0.8704,0.0000,1,Minor,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.1250,0,3,TRUE,0.0000,FALSE,2241,38,-4.8370,2.4778,-33.2176
2.6250,0,23,4.8750,0.6643,-2.8149,0.5975,8.8783,5.4522,-5.0391,0.7478,TRUE,TRUE,-1.9440,1.3201,1.2324,0.2895,1,Minor,0.1304,0.0870,0.0870,0.1304,0.0870,0.1304,0.0870,1,2,TRUE,0.2273,FALSE,2241,39,-21.6553,27.5767,-40.4288
3.5000,0,12,0.3750,0.7195,0.0000,0.4615,0.7692,3.3242,-3.2473,0.6319,FALSE,TRUE,-1.2466,1.5639,0.5900,0.0000,1,Minor,0.0833,0.0000,0.0833,0.0833,0.0833,0.0833,0.0833,2,0,FALSE,0.0000,FALSE,2241,40,3.3515,0.8150,-39.1750
3.8750,0,3,1.1250,0.7238,-0.0000,4.0000,0.0000,-12.0000,18.0000,-4.0000,TRUE,FALSE,32.0000,-18.0000,2.0000,1.0000,1,Minor,0.0000,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1,0,FALSE,0.0000,FALSE,2241,41,0.5230,4.8807,-33.3414
1.0000,2,11,6.5000,0.7365,12.5874,-5.8601,7.6154,-7.4592,11.4592,-2.9371,TRUE,TRUE,8.5373,-5.0146,1.1329,1.0000,1,Minor,0.0909,0.0909,0.0000,0.1818,0.0909,0.1818,0.0000,2,1,TRUE,0.3000,FALSE,2241,42,4.8581,-5.1467,-29.8458
3.5000,0,2,0.5000,0.8102,0.0000,-2.0000,2.0000,0.0000,-1.0000,-1.0000,FALSE,TRUE,0.0000,0.9286,0.0714,0.0000,1,Minor,0.0000,0.5000,0.0000,0.2500,0.2500,0.0000,0.5000,1,1,TRUE,0.0000,FALSE,2241,43,-4.3856,3.1235,-31.0042
0.0000,3,6,1.3750,0.8159,-48.6607,31.8036,18.6071,-32.5893,18.3036,-0.5357,TRUE,TRUE,-3.0134,4.4777,0.2411,0.0000,1,Minor,0.3333,0.1667,0.3333,0.0000,0.3333,0.1667,0.1667,1,0,TRUE,0.0000,FALSE,2241,44,19.6492,-21.9878,-31.1272
1.3750,2,6,0.6250,0.8314,3.1250,-9.1250,6.7500,34.8214,-46.9643,12.2143,FALSE,TRUE,-1.2649,1.5268,0.5060,0.0000,1,Minor,0.5000,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0,0,FALSE,0.0000,FALSE,2241,45,-27.5094,24.8011,-38.7380
2.0000,2,9,2.3750,0.8385,-41.4199,39.2866,5.2485,-35.7403,29.8736,-3.6121,TRUE,FALSE,6.7879,-8.1212,3.0455,1.0000,1,Minor,0.2222,0.2222,0.1111,0.2222,0.2222,0.1111,0.2222,1,0,TRUE,0.6250,FALSE,2241,46,-5.5942,5.5062,-37.6222
